flow_id,src,dst,path_idx,path_hops,demand_mbps,rate_mbps,sent_bytes,delivered_bytes,loss_bytes,loss_pct
478,8,14,1,q_r9_r10 | q_r10_r1 | q_r1_r5 | q_r5_r15,0.7757,0.2263,57000,57000,0,0.00
479,8,14,2,q_r9_r20 | q_r20_r1 | q_r1_r16 | q_r16_r22 | q_r22_r15,0.7757,0.1984,51000,49500,1500,2.94
480,8,15,0,q_r9_r20 | q_r20_r1 | q_r1_r16,3.2912,1.6498,412500,411000,1500,0.36
481,8,15,1,q_r9_r10 | q_r10_r1 | q_r1_r16,3.2912,1.3395,336000,336000,0,0.00
482,8,15,2,q_r9_r20 | q_r20_r1 | q_r1_r5 | q_r5_r19 | q_r19_r22 | q_r22_r16,3.2912,0.1666,42000,40500,1500,3.57
483,8,15,3,q_r9_r10 | q_r10_r21 | q_r21_r4 | q_r4_r5 | q_r5_r1 | q_r1_r16,3.2912,0.1352,34500,34500,0,0.00
484,8,17,2,q_r9_r20 | q_r20_r1 | q_r1_r5 | q_r5_r13 | q_r13_r6 | q_r6_r18,0.1605,0.1031,27000,25500,1500,5.56
485,8,17,3,q_r9_r10 | q_r10_r1 | q_r1_r5 | q_r5_r13 | q_r13_r6 | q_r6_r18,0.1605,0.0528,13500,12000,1500,11.11
486,8,18,0,q_r9_r20 | q_r20_r1 | q_r1_r5 | q_r5_r19,27.8585,12.5505,3138000,3136500,1500,0.05
487,8,18,1,q_r9_r10 | q_r10_r1 | q_r1_r5 | q_r5_r19,27.8585,8.6445,2161500,2160000,1500,0.07
488,8,18,2,q_r9_r20 | q_r20_r1 | q_r1_r16 | q_r16_r22 | q_r22_r19,27.8585,6.6579,1665000,1663500,1500,0.09
489,8,19,0,q_r9_r20,24.6029,24.5002,6126000,6124500,1500,0.02
490,8,19,1,q_r9_r10 | q_r10_r1 | q_r1_r20,24.6029,0.0878,22500,21000,1500,6.67
491,8,19,2,q_r9_r10 | q_r10_r21 | q_r21_r4 | q_r4_r5 | q_r5_r1 | q_r1_r20,24.6029,0.0131,4500,3000,1500,33.33
492,8,21,2,q_r9_r20 | q_r20_r1 | q_r1_r5 | q_r5_r19 | q_r19_r22,0.1500,0.1106,28500,27000,1500,5.26
493,8,21,3,q_r9_r10 | q_r10_r1 | q_r1_r5 | q_r5_r19 | q_r19_r22,0.1500,0.0380,10500,9000,1500,14.29
494,9,0,0,q_r10_r1,3199.0989,2892.2992,723075000,723072000,3000,0.00
495,9,0,1,q_r10_r9 | q_r9_r20 | q_r20_r1,3199.0989,9.5690,2392500,2392500,0,0.00
496,9,0,2,q_r10_r21 | q_r21_r4 | q_r4_r5 | q_r5_r1,3199.0989,216.9396,54235500,54234000,1500,0.00
497,9,0,3,q_r10_r21 | q_r21_r4 | q_r4_r17 | q_r17_r19 | q_r19_r5 | q_r5_r1,3199.0989,80.2915,20073000,20073000,0,0.00
498,9,1,0,q_r10_r1 | q_r1_r5 | q_r5_r7 | q_r7_r2,2.6582,0.0329,9000,9000,0,0.00
499,9,1,1,q_r10_r1 | q_r1_r3 | q_r3_r7 | q_r7_r2,2.6582,0.6719,168000,166500,1500,0.89
500,9,1,2,q_r10_r1 | q_r1_r5 | q_r5_r15 | q_r15_r2,2.6582,1.2907,324000,324000,0,0.00
501,9,1,3,q_r10_r21 | q_r21_r4 | q_r4_r5 | q_r5_r7 | q_r7_r2,2.6582,0.6626,166500,165000,1500,0.90
502,9,2,0,q_r10_r1 | q_r1_r3,19.6725,19.6504,4914000,4914000,0,0.00
503,9,2,3,q_r10_r1 | q_r1_r5 | q_r5_r7 | q_r7_r3,19.6725,0.0122,4500,4500,0,0.00
504,9,4,0,q_r10_r1 | q_r1_r5,425.2596,212.7151,53179500,53179500,0,0.00
505,9,4,1,q_r10_r21 | q_r21_r4 | q_r4_r5,425.2596,210.5355,52635000,52633500,1500,0.00
506,9,4,2,q_r10_r1 | q_r1_r3 | q_r3_r13 | q_r13_r5,425.2596,2.0036,501000,501000,0,0.00
507,9,5,0,q_r10_r1 | q_r1_r5 | q_r5_r13 | q_r13_r6,0.2790,0.0478,12000,12000,0,0.00
508,9,5,1,q_r10_r1 | q_r1_r3 | q_r3_r13 | q_r13_r6,0.2790,0.0665,18000,18000,0,0.00
509,9,5,2,q_r10_r1 | q_r1_r5 | q_r5_r7 | q_r7_r6,0.2790,0.0906,24000,24000,0,0.00
510,9,5,3,q_r10_r1 | q_r1_r3 | q_r3_r7 | q_r7_r6,0.2790,0.0742,19500,19500,0,0.00
511,9,6,0,q_r10_r1 | q_r1_r5 | q_r5_r7,1.0212,0.2329,58500,58500,0,0.00
512,9,6,1,q_r10_r1 | q_r1_r3 | q_r3_r7,1.0212,0.3746,94500,94500,0,0.00
513,9,6,2,q_r10_r21 | q_r21_r4 | q_r4_r5 | q_r5_r7,1.0212,0.4137,103500,103500,0,0.00
514,9,7,0,q_r10_r1 | q_r1_r5 | q_r5_r8,0.3699,0.0909,24000,24000,0,0.00
515,9,7,1,q_r10_r21 | q_r21_r4 | q_r4_r5 | q_r5_r8,0.3699,0.1022,27000,27000,0,0.00
516,9,7,2,q_r10_r1 | q_r1_r3 | q_r3_r13 | q_r13_r8,0.3699,0.0349,9000,7500,1500,16.67
517,9,7,3,q_r10_r1 | q_r1_r5 | q_r5_r13 | q_r13_r8,0.3699,0.1419,36000,34500,1500,4.17
518,9,8,0,q_r10_r9,377.0384,364.3108,91078500,91077000,1500,0.00
519,9,8,1,q_r10_r1 | q_r1_r20 | q_r20_r9,377.0384,11.8211,2956500,2955000,1500,0.05
520,9,8,2,q_r10_r21 | q_r21_r4 | q_r4_r5 | q_r5_r1 | q_r1_r20 | q_r20_r9,377.0384,0.8079,202500,202500,0,0.00
521,9,8,3,q_r10_r21 | q_r21_r4 | q_r4_r17 | q_r17_r19 | q_r19_r5 | q_r5_r1 | q_r1_r20 | q_r20_r9,377.0384,0.0985,25500,25500,0,0.00
522,9,10,0,q_r10_r1 | q_r1_r5 | q_r5_r11,0.0619,0.0165,4500,3000,1500,33.33
523,9,10,1,q_r10_r21 | q_r21_r4 | q_r4_r5 | q_r5_r11,0.0619,0.0194,6000,6000,0,0.00
524,9,10,3,q_r10_r1 | q_r1_r5 | q_r5_r19 | q_r19_r22 | q_r22_r11,0.0619,0.0259,7500,6000,1500,20.00
525,9,13,0,q_r10_r1 | q_r1_r5 | q_r5_r7 | q_r7_r14,0.6088,0.0188,6000,4500,1500,25.00
526,9,13,1,q_r10_r1 | q_r1_r3 | q_r3_r7 | q_r7_r14,0.6088,0.3650,91500,90000,1500,1.64
527,9,13,2,q_r10_r21 | q_r21_r4 | q_r4_r5 | q_r5_r7 | q_r7_r14,0.6088,0.1883,48000,46500,1500,3.12
528,9,13,3,q_r10_r1 | q_r1_r5 | q_r5_r7 | q_r7_r2 | q_r2_r14,0.6088,0.0367,10500,9000,1500,14.29
529,9,14,0,q_r10_r1 | q_r1_r5 | q_r5_r15,23.6364,7.2598,1815000,1813500,1500,0.08
530,9,14,1,q_r10_r21 | q_r21_r4 | q_r4_r5 | q_r5_r15,23.6364,16.3655,4092000,4092000,0,0.00
531,9,14,3,q_r10_r1 | q_r1_r5 | q_r5_r13 | q_r13_r12 | q_r12_r15,23.6364,0.0110,3000,0,3000,100.00
532,9,15,0,q_r10_r1 | q_r1_r16,6.9851,6.3164,1579500,1578000,1500,0.09
533,9,15,2,q_r10_r1 | q_r1_r5 | q_r5_r19 | q_r19_r22 | q_r22_r16,6.9851,0.0199,6000,4500,1500,25.00
534,9,15,3,q_r10_r21 | q_r21_r4 | q_r4_r5 | q_r5_r1 | q_r1_r16,6.9851,0.6485,163500,163500,0,0.00
535,9,16,0,q_r10_r21 | q_r21_r4 | q_r4_r17,0.2871,0.0373,10500,10500,0,0.00
536,9,16,1,q_r10_r1 | q_r1_r5 | q_r5_r19 | q_r19_r17,0.2871,0.0433,12000,10500,1500,12.50
537,9,16,2,q_r10_r1 | q_r1_r5 | q_r5_r4 | q_r4_r17,0.2871,0.1054,27000,25500,1500,5.56
538,9,16,3,q_r10_r21 | q_r21_r4 | q_r4_r5 | q_r5_r19 | q_r19_r17,0.2871,0.1010,25500,25500,0,0.00
539,9,17,1,q_r10_r1 | q_r1_r5 | q_r5_r13 | q_r13_r6 | q_r6_r18,0.5295,0.1165,30000,28500,1500,5.00
540,9,17,2,q_r10_r1 | q_r1_r3 | q_r3_r13 | q_r13_r6 | q_r6_r18,0.5295,0.3724,94500,93000,1500,1.59
541,9,17,3,q_r10_r1 | q_r1_r5 | q_r5_r19 | q_r19_r22 | q_r22_r18,0.5295,0.0405,10500,9000,1500,14.29
542,9,18,0,q_r10_r1 | q_r1_r5 | q_r5_r19,60.5070,30.2491,7563000,7561500,1500,0.02
543,9,18,1,q_r10_r21 | q_r21_r4 | q_r4_r17 | q_r17_r19,60.5070,29.4509,7363500,7363500,0,0.00
544,9,18,3,q_r10_r21 | q_r21_r4 | q_r4_r5 | q_r5_r19,60.5070,0.8067,202500,201000,1500,0.74
545,9,19,0,q_r10_r9 | q_r9_r20,11.7025,4.6143,1155000,1155000,0,0.00
546,9,19,1,q_r10_r1 | q_r1_r20,11.7025,6.7693,1693500,1692000,1500,0.09
547,9,19,2,q_r10_r21 | q_r21_r4 | q_r4_r5 | q_r5_r1 | q_r1_r20,11.7025,0.2948,75000,73500,1500,2.00
548,9,19,3,q_r10_r21 | q_r21_r4 | q_r4_r17 | q_r17_r19 | q_r19_r5 | q_r5_r1 | q_r1_r20,11.7025,0.0241,7500,6000,1500,20.00
549,9,20,0,q_r10_r21,31.9191,27.9763,6994500,6993000,1500,0.02
550,9,20,1,q_r10_r1 | q_r1_r5 | q_r5_r4 | q_r4_r21,31.9191,3.9238,981000,979500,1500,0.15
551,9,20,3,q_r10_r1 | q_r1_r3 | q_r3_r13 | q_r13_r5 | q_r5_r4 | q_r4_r21,31.9191,0.0189,6000,4500,1500,25.00
552,9,21,1,q_r10_r1 | q_r1_r5 | q_r5_r19 | q_r19_r22,0.9650,0.3563,90000,88500,1500,1.67
553,9,21,2,q_r10_r1 | q_r1_r3 | q_r3_r7 | q_r7_r22,0.9650,0.6052,151500,150000,1500,0.99
554,10,0,0,q_r11_r5 | q_r5_r1,2.1841,2.1767,544500,544500,0,0.00
555,10,1,0,q_r11_r22 | q_r22_r7 | q_r7_r2,0.6474,0.0589,15000,13500,1500,10.00
556,10,1,1,q_r11_r5 | q_r5_r7 | q_r7_r2,0.6474,0.1770,45000,45000,0,0.00
557,10,1,2,q_r11_r22 | q_r22_r15 | q_r15_r2,0.6474,0.0620,16500,16500,0,0.00
558,10,1,3,q_r11_r5 | q_r5_r15 | q_r15_r2,0.6474,0.3495,88500,88500,0,0.00
559,10,2,0,q_r11_r22 | q_r22_r7 | q_r7_r3,12.8673,0.1191,30000,30000,0,0.00
560,10,2,1,q_r11_r5 | q_r5_r13 | q_r13_r3,12.8673,5.6298,1408500,1408500,0,0.00
561,10,2,2,q_r11_r5 | q_r5_r7 | q_r7_r3,12.8673,1.2756,319500,319500,0,0.00
562,10,2,3,q_r11_r5 | q_r5_r1 | q_r1_r3,12.8673,5.8428,1461000,1459500,1500,0.10
563,10,3,0,q_r11_r5 | q_r5_r4,0.1010,0.0787,21000,21000,0,0.00
564,10,3,3,q_r11_r22 | q_r22_r7 | q_r7_r5 | q_r5_r4,0.1010,0.0185,6000,6000,0,0.00
565,10,4,0,q_r11_r5,24.4869,23.3583,5841000,5841000,0,0.00
566,10,4,1,q_r11_r22 | q_r22_r19 | q_r19_r5,24.4869,0.1739,43500,43500,0,0.00
567,10,4,2,q_r11_r22 | q_r22_r7 | q_r7_r5,24.4869,0.8826,222000,222000,0,0.00
568,10,4,3,q_r11_r22 | q_r22_r15 | q_r15_r5,24.4869,0.0721,19500,19500,0,0.00
569,10,5,0,q_r11_r22 | q_r22_r7 | q_r7_r6,2.3929,0.6929,174000,174000,0,0.00
570,10,5,1,q_r11_r5 | q_r5_r13 | q_r13_r6,2.3929,0.8271,207000,207000,0,0.00
571,10,5,2,q_r11_r22 | q_r22_r18 | q_r18_r6,2.3929,0.0813,21000,21000,0,0.00
572,10,5,3,q_r11_r5 | q_r5_r7 | q_r7_r6,2.3929,0.7915,198000,198000,0,0.00
573,10,6,0,q_r11_r22 | q_r22_r7,2.2333,0.7927,199500,199500,0,0.00
574,10,6,1,q_r11_r5 | q_r5_r7,2.2333,1.3472,337500,337500,0,0.00
575,10,6,3,q_r11_r5 | q_r5_r13 | q_r13_r6 | q_r6_r7,2.2333,0.0882,22500,22500,0,0.00
576,10,7,0,q_r11_r5 | q_r5_r8,0.3142,0.2292,58500,58500,0,0.00
577,10,7,1,q_r11_r5 | q_r5_r13 | q_r13_r8,0.3142,0.0654,16500,16500,0,0.00
578,10,7,3,q_r11_r22 | q_r22_r7 | q_r7_r5 | q_r5_r8,0.3142,0.0195,6000,6000,0,0.00
579,10,9,0,q_r11_r5 | q_r5_r1 | q_r1_r10,0.9093,0.4130,103500,103500,0,0.00
580,10,9,2,q_r11_r5 | q_r5_r4 | q_r4_r21 | q_r21_r10,0.9093,0.4962,124500,123000,1500,1.20
581,10,11,0,q_r11_r22 | q_r22_r15 | q_r15_r12,0.1626,0.0616,16500,7500,9000,54.55
582,10,11,1,q_r11_r5 | q_r5_r13 | q_r13_r12,0.1626,0.0457,12000,0,12000,100.00
583,10,11,2,q_r11_r5 | q_r5_r15 | q_r15_r12,0.1626,0.0450,12000,0,12000,100.00
584,10,11,3,q_r11_r5 | q_r5_r8 | q_r8_r13 | q_r13_r12,0.1626,0.0103,3000,0,3000,100.00
585,10,12,0,q_r11_r5 | q_r5_r13,0.5634,0.5634,141000,139500,1500,1.06
586,10,14,0,q_r11_r22 | q_r22_r15,16.9321,2.0069,502500,502500,0,0.00
587,10,14,1,q_r11_r5 | q_r5_r15,16.9321,14.8742,3720000,3718500,1500,0.04
588,10,14,3,q_r11_r5 | q_r5_r13 | q_r13_r12 | q_r12_r15,16.9321,0.0414,10500,0,10500,100.00
589,10,15,0,q_r11_r22 | q_r22_r16,3.8062,3.7461,937500,937500,0,0.00
590,10,15,1,q_r11_r5 | q_r5_r1 | q_r1_r16,3.8062,0.0139,4500,3000,1500,33.33
591,10,15,2,q_r11_r5 | q_r5_r19 | q_r19_r22 | q_r22_r16,3.8062,0.0184,6000,4500,1500,25.00
592,10,15,3,q_r11_r5 | q_r5_r7 | q_r7_r22 | q_r22_r16,3.8062,0.0278,7500,6000,1500,20.00
593,10,16,0,q_r11_r22 | q_r22_r19 | q_r19_r17,11.9361,7.6498,1912500,1912500,0,0.00
594,10,16,1,q_r11_r5 | q_r5_r19 | q_r19_r17,11.9361,3.1629,792000,790500,1500,0.19
595,10,16,2,q_r11_r5 | q_r5_r4 | q_r4_r17,11.9361,0.1460,37500,36000,1500,4.00
596,10,16,3,q_r11_r22 | q_r22_r19 | q_r19_r5 | q_r5_r4 | q_r4_r17,11.9361,0.9775,244500,243000,1500,0.61
597,10,18,0,q_r11_r22 | q_r22_r19,20.7250,1.2069,303000,301500,1500,0.50
598,10,18,1,q_r11_r5 | q_r5_r19,20.7250,14.5214,3631500,3630000,1500,0.04
599,10,18,2,q_r11_r22 | q_r22_r7 | q_r7_r5 | q_r5_r19,20.7250,3.7860,948000,945000,3000,0.32
600,10,18,3,q_r11_r5 | q_r5_r7 | q_r7_r22 | q_r22_r19,20.7250,1.2107,303000,301500,1500,0.50
601,10,20,0,q_r11_r5 | q_r5_r4 | q_r4_r21,0.0843,0.0468,12000,10500,1500,12.50
602,10,20,2,q_r11_r22 | q_r22_r19 | q_r19_r17 | q_r17_r4 | q_r4_r21,0.0843,0.0364,10500,9000,1500,14.29
603,10,21,0,q_r11_r22,0.3717,0.3715,93000,91500,1500,1.61
604,11,0,0,q_r12_r15 | q_r15_r5 | q_r5_r1,18.3645,0.1470,37500,24000,13500,36.00
605,11,0,1,q_r12_r13 | q_r13_r5 | q_r5_r1,18.3645,9.3479,2337000,2263500,73500,3.15
606,11,0,2,q_r12_r13 | q_r13_r3 | q_r3_r1,18.3645,8.8599,2215500,2107500,108000,4.87
607,11,1,0,q_r12_r15 | q_r15_r2,0.0345,0.0171,4500,4500,0,0.00
608,11,2,0,q_r12_r13 | q_r13_r3,4.4913,0.9304,234000,217500,16500,7.05
609,11,2,1,q_r12_r15 | q_r15_r5 | q_r5_r13 | q_r13_r3,4.4913,0.0646,16500,9000,7500,45.45
610,11,2,2,q_r12_r13 | q_r13_r6 | q_r6_r7 | q_r7_r3,4.4913,1.6723,418500,396000,22500,5.38
611,11,2,3,q_r12_r15 | q_r15_r22 | q_r22_r7 | q_r7_r3,4.4913,1.8240,457500,226500,231000,50.49
612,11,4,0,q_r12_r15 | q_r15_r5,232.4141,112.9960,28249500,18601500,9648000,34.15
613,11,4,1,q_r12_r13 | q_r13_r5,232.4141,117.4812,29371500,28320000,1051500,3.58
614,11,4,2,q_r12_r13 | q_r13_r8 | q_r8_r5,232.4141,0.8360,210000,192000,18000,8.57
615,11,4,3,q_r12_r15 | q_r15_r22 | q_r22_r19 | q_r19_r5,232.4141,1.1009,276000,150000,126000,45.65
616,11,5,0,q_r12_r13 | q_r13_r6,0.9288,0.2160,55500,48000,7500,13.51
617,11,5,1,q_r12_r15 | q_r15_r5 | q_r5_r13 | q_r13_r6,0.9288,0.0178,4500,4500,0,0.00
618,11,5,2,q_r12_r13 | q_r13_r5 | q_r5_r7 | q_r7_r6,0.9288,0.0520,13500,12000,1500,11.11
619,11,5,3,q_r12_r15 | q_r15_r22 | q_r22_r7 | q_r7_r6,0.9288,0.6429,162000,85500,76500,47.22
620,11,6,2,q_r12_r15 | q_r15_r22 | q_r22_r7,0.3545,0.1900,48000,24000,24000,50.00
621,11,6,3,q_r12_r13 | q_r13_r5 | q_r5_r7,0.3545,0.1609,40500,39000,1500,3.70
622,11,7,0,q_r12_r13 | q_r13_r8,0.0828,0.0486,13500,13500,0,0.00
623,11,7,2,q_r12_r13 | q_r13_r5 | q_r5_r8,0.0828,0.0124,4500,4500,0,0.00
624,11,7,3,q_r12_r15 | q_r15_r5 | q_r5_r13 | q_r13_r8,0.0828,0.0145,4500,1500,3000,66.67
625,11,8,1,q_r12_r13 | q_r13_r5 | q_r5_r1 | q_r1_r20 | q_r20_r9,0.0843,0.0408,10500,9000,1500,14.29
626,11,8,2,q_r12_r15 | q_r15_r5 | q_r5_r1 | q_r1_r10 | q_r10_r9,0.0843,0.0394,10500,3000,7500,71.43
627,11,9,0,q_r12_r15 | q_r15_r5 | q_r5_r1 | q_r1_r10,5.3814,0.0574,15000,9000,6000,40.00
628,11,9,1,q_r12_r13 | q_r13_r5 | q_r5_r1 | q_r1_r10,5.3814,2.7208,681000,651000,30000,4.41
629,11,9,2,q_r12_r13 | q_r13_r3 | q_r3_r1 | q_r1_r10,5.3814,2.5978,649500,621000,28500,4.39
630,11,12,0,q_r12_r13,5.9649,2.9165,730500,705000,25500,3.49
631,11,12,1,q_r12_r15 | q_r15_r5 | q_r5_r13,5.9649,3.0393,760500,285000,475500,62.52
632,11,14,0,q_r12_r15,9.8348,5.3394,1335000,669000,666000,49.89
633,11,14,1,q_r12_r13 | q_r13_r5 | q_r5_r15,9.8348,4.4182,1105500,1069500,36000,3.26
634,11,14,2,q_r12_r13 | q_r13_r8 | q_r8_r5 | q_r5_r15,9.8348,0.0170,4500,3000,1500,33.33
635,11,14,3,q_r12_r13 | q_r13_r5 | q_r5_r19 | q_r19_r22 | q_r22_r15,9.8348,0.0602,16500,15000,1500,9.09
636,11,15,0,q_r12_r15 | q_r15_r22 | q_r22_r16,4.8850,0.7089,178500,90000,88500,49.58
637,11,15,1,q_r12_r13 | q_r13_r5 | q_r5_r1 | q_r1_r16,4.8850,0.3555,90000,87000,3000,3.33
638,11,15,2,q_r12_r15 | q_r15_r5 | q_r5_r1 | q_r1_r16,4.8850,1.8167,454500,238500,216000,47.52
639,11,15,3,q_r12_r13 | q_r13_r3 | q_r3_r1 | q_r1_r16,4.8850,2.0040,502500,484500,18000,3.58
640,11,18,0,q_r12_r15 | q_r15_r5 | q_r5_r19,2.8860,1.3790,345000,201000,144000,41.74
641,11,18,1,q_r12_r13 | q_r13_r5 | q_r5_r19,2.8860,1.4799,370500,352500,18000,4.86
642,11,18,2,q_r12_r15 | q_r15_r22 | q_r22_r19,2.8860,0.0231,6000,3000,3000,50.00
643,11,21,0,q_r12_r15 | q_r15_r22,6.3935,1.6039,402000,216000,186000,46.27
644,11,21,1,q_r12_r13 | q_r13_r6 | q_r6_r18 | q_r18_r22,6.3935,0.3236,81000,70500,10500,12.96
645,11,21,2,q_r12_r15 | q_r15_r5 | q_r5_r19 | q_r19_r22,6.3935,0.0545,15000,6000,9000,60.00
646,11,21,3,q_r12_r13 | q_r13_r5 | q_r5_r19 | q_r19_r22,6.3935,4.4116,1104000,1056000,48000,4.35
647,12,0,0,q_r13_r5 | q_r5_r1,65.0411,20.0770,5020500,5020500,0,0.00
648,12,0,1,q_r13_r3 | q_r3_r1,65.0411,44.9141,11229000,11229000,0,0.00
649,12,0,3,q_r13_r5 | q_r5_r7 | q_r7_r3 | q_r3_r1,65.0411,0.0499,13500,12000,1500,11.11
650,12,1,0,q_r13_r12 | q_r12_r15 | q_r15_r2,8.4886,0.0395,10500,1500,9000,85.71
651,12,1,1,q_r13_r6 | q_r6_r7 | q_r7_r2,8.4886,2.4994,625500,625500,0,0.00
652,12,1,2,q_r13_r5 | q_r5_r7 | q_r7_r2,8.4886,0.7565,190500,190500,0,0.00
653,12,1,3,q_r13_r3 | q_r3_r7 | q_r7_r2,8.4886,5.1931,1299000,1299000,0,0.00
654,12,2,0,q_r13_r3,62.8286,62.8284,15708000,15708000,0,0.00
655,12,3,0,q_r13_r5 | q_r5_r4,0.8043,0.7694,193500,193500,0,0.00
656,12,3,2,q_r13_r5 | q_r5_r19 | q_r19_r17 | q_r17_r4,0.8043,0.0340,9000,9000,0,0.00
657,12,4,0,q_r13_r5,453.9863,451.6750,112920000,112918500,1500,0.00
658,12,4,2,q_r13_r12 | q_r12_r15 | q_r15_r5,453.9863,0.0904,24000,6000,18000,75.00
659,12,4,3,q_r13_r6 | q_r6_r7 | q_r7_r5,453.9863,2.2210,556500,556500,0,0.00
660,12,5,0,q_r13_r6,131.7916,131.7778,32944500,32944500,0,0.00
661,12,5,2,q_r13_r3 | q_r3_r7 | q_r7_r6,131.7916,0.0100,3000,3000,0,0.00
662,12,6,0,q_r13_r6 | q_r6_r7,6.0950,0.5016,126000,126000,0,0.00
663,12,6,1,q_r13_r5 | q_r5_r7,6.0950,1.2958,324000,324000,0,0.00
664,12,6,2,q_r13_r3 | q_r3_r7,6.0950,4.2976,1075500,1075500,0,0.00
665,12,7,0,q_r13_r8,0.9598,0.9598,240000,240000,0,0.00
666,12,8,0,q_r13_r5 | q_r5_r1 | q_r1_r20 | q_r20_r9,4.1279,1.8684,468000,468000,0,0.00
667,12,8,1,q_r13_r3 | q_r3_r1 | q_r1_r20 | q_r20_r9,4.1279,1.7038,426000,426000,0,0.00
668,12,8,2,q_r13_r5 | q_r5_r1 | q_r1_r10 | q_r10_r9,4.1279,0.0203,6000,6000,0,0.00
669,12,8,3,q_r13_r3 | q_r3_r1 | q_r1_r10 | q_r10_r9,4.1279,0.5354,135000,135000,0,0.00
670,12,9,0,q_r13_r5 | q_r5_r1 | q_r1_r10,4.3891,0.8202,205500,205500,0,0.00
671,12,9,1,q_r13_r3 | q_r3_r1 | q_r1_r10,4.3891,2.6120,654000,654000,0,0.00
672,12,9,3,q_r13_r8 | q_r8_r5 | q_r5_r1 | q_r1_r10,4.3891,0.9570,240000,240000,0,0.00
673,12,10,0,q_r13_r5 | q_r5_r11,1.6996,0.7614,190500,190500,0,0.00
674,12,10,2,q_r13_r5 | q_r5_r19 | q_r19_r22 | q_r22_r11,1.6996,0.9379,235500,235500,0,0.00
675,12,11,0,q_r13_r12,1.5719,0.7613,190500,28500,162000,85.04
676,12,11,1,q_r13_r5 | q_r5_r15 | q_r15_r12,1.5719,0.7967,199500,66000,133500,66.92
677,12,11,3,q_r13_r5 | q_r5_r19 | q_r19_r22 | q_r22_r15 | q_r15_r12,1.5719,0.0102,3000,1500,1500,50.00
678,12,13,0,q_r13_r6 | q_r6_r7 | q_r7_r14,0.2593,0.0107,3000,3000,0,0.00
679,12,13,1,q_r13_r5 | q_r5_r7 | q_r7_r14,0.2593,0.2074,52500,52500,0,0.00
680,12,13,2,q_r13_r3 | q_r3_r7 | q_r7_r14,0.2593,0.0276,7500,7500,0,0.00
681,12,13,3,q_r13_r5 | q_r5_r15 | q_r15_r2 | q_r2_r14,0.2593,0.0136,4500,3000,1500,33.33
682,12,14,0,q_r13_r12 | q_r12_r15,131.0512,130.9876,32748000,4837500,27910500,85.23
683,12,14,3,q_r13_r5 | q_r5_r19 | q_r19_r22 | q_r22_r15,131.0512,0.0636,16500,15000,1500,9.09
684,12,15,0,q_r13_r5 | q_r5_r1 | q_r1_r16,5.7809,0.2269,57000,55500,1500,2.63
685,12,15,1,q_r13_r3 | q_r3_r1 | q_r1_r16,5.7809,5.0111,1254000,1254000,0,0.00
686,12,15,2,q_r13_r5 | q_r5_r19 | q_r19_r22 | q_r22_r16,5.7809,0.1261,33000,31500,1500,4.55
687,12,15,3,q_r13_r3 | q_r3_r7 | q_r7_r22 | q_r22_r16,5.7809,0.4168,105000,105000,0,0.00
688,12,17,0,q_r13_r6 | q_r6_r18,9.9939,4.3238,1081500,1081500,0,0.00
689,12,17,1,q_r13_r12 | q_r12_r15 | q_r15_r22 | q_r22_r18,9.9939,0.6649,166500,12000,154500,92.79
690,12,17,2,q_r13_r6 | q_r6_r7 | q_r7_r22 | q_r22_r18,9.9939,0.1083,28500,28500,0,0.00
691,12,17,3,q_r13_r5 | q_r5_r19 | q_r19_r22 | q_r22_r18,9.9939,4.8969,1225500,1224000,1500,0.12
692,12,18,0,q_r13_r5 | q_r5_r19,49.7327,48.1128,12028500,12027000,1500,0.01
693,12,18,2,q_r13_r5 | q_r5_r7 | q_r7_r22 | q_r22_r19,49.7327,1.5486,388500,387000,1500,0.39
694,12,18,3,q_r13_r12 | q_r12_r15 | q_r15_r5 | q_r5_r19,49.7327,0.0713,18000,0,18000,100.00
695,12,19,0,q_r13_r5 | q_r5_r1 | q_r1_r20,0.9671,0.1340,34500,33000,1500,4.35
696,12,19,1,q_r13_r3 | q_r3_r1 | q_r1_r20,0.9671,0.7020,177000,175500,1500,0.85
697,12,19,3,q_r13_r5 | q_r5_r1 | q_r1_r10 | q_r10_r9 | q_r9_r20,0.9671,0.1310,33000,31500,1500,4.55
698,12,20,0,q_r13_r5 | q_r5_r4 | q_r4_r21,0.6288,0.5239,132000,130500,1500,1.14
699,12,20,1,q_r13_r8 | q_r8_r5 | q_r5_r4 | q_r4_r21,0.6288,0.0462,12000,12000,0,0.00
700,12,20,2,q_r13_r5 | q_r5_r1 | q_r1_r10 | q_r10_r21,0.6288,0.0587,15000,13500,1500,10.00
701,12,21,0,q_r13_r12 | q_r12_r15 | q_r15_r22,30.3550,3.0067,753000,94500,658500,87.45
702,12,21,1,q_r13_r6 | q_r6_r18 | q_r18_r22,30.3550,8.6008,2151000,2151000,0,0.00
703,12,21,2,q_r13_r5 | q_r5_r19 | q_r19_r22,30.3550,18.7269,4683000,4681500,1500,0.03
704,12,21,3,q_r13_r6 | q_r6_r7 | q_r7_r22,30.3550,0.0207,6000,6000,0,0.00
705,13,0,1,q_r14_r7 | q_r7_r5 | q_r5_r1,0.1296,0.1285,33000,33000,0,0.00
706,13,1,0,q_r14_r2,0.3286,0.0555,15000,15000,0,0.00
707,13,1,1,q_r14_r7 | q_r7_r2,0.3286,0.2035,51000,51000,0,0.00
