src,dst,path_idx,path_hops,sent_bytes,delivered_bytes,loss_bytes,loss_pct
11,2,0,q_r12_r13 | q_r13_r3,153000,139500,13500,8.82
11,2,1,q_r12_r15 | q_r15_r5 | q_r5_r13 | q_r13_r3,12000,4500,7500,62.50
11,2,2,q_r12_r13 | q_r13_r6 | q_r6_r7 | q_r7_r3,274500,264000,10500,3.83
11,2,3,q_r12_r15 | q_r15_r22 | q_r22_r7 | q_r7_r3,300000,141000,159000,53.00
11,4,0,q_r12_r15 | q_r15_r5,30810000,18402000,12408000,40.27
11,4,1,q_r12_r13 | q_r13_r5,32032500,30915000,1117500,3.49
11,4,2,q_r12_r13 | q_r13_r8 | q_r8_r5,228000,207000,21000,9.21
11,4,3,q_r12_r15 | q_r15_r22 | q_r22_r19 | q_r19_r5,301500,135000,166500,55.22
11,5,0,q_r12_r13 | q_r13_r6,61500,58500,3000,4.88
11,5,1,q_r12_r15 | q_r15_r5 | q_r5_r13 | q_r13_r6,6000,4500,1500,25.00
11,5,2,q_r12_r13 | q_r13_r5 | q_r5_r7 | q_r7_r6,15000,15000,0,0.00
11,5,3,q_r12_r15 | q_r15_r22 | q_r22_r7 | q_r7_r6,180000,88500,91500,50.83
11,6,2,q_r12_r15 | q_r15_r22 | q_r22_r7,130500,58500,72000,55.17
11,6,3,q_r12_r13 | q_r13_r5 | q_r5_r7,111000,102000,9000,8.11
11,7,0,q_r12_r13 | q_r13_r8,24000,22500,1500,6.25
11,7,1,q_r12_r15 | q_r15_r5 | q_r5_r8,4500,3000,1500,33.33
11,7,2,q_r12_r13 | q_r13_r5 | q_r5_r8,6000,6000,0,0.00
11,7,3,q_r12_r15 | q_r15_r5 | q_r5_r13 | q_r13_r8,7500,3000,4500,60.00
11,9,0,q_r12_r15 | q_r15_r5 | q_r5_r1 | q_r1_r10,10500,4500,6000,57.14
11,9,1,q_r12_r13 | q_r13_r5 | q_r5_r1 | q_r1_r10,442500,418500,24000,5.42
11,9,2,q_r12_r13 | q_r13_r3 | q_r3_r1 | q_r1_r10,421500,411000,10500,2.49
11,12,0,q_r12_r13,955500,907500,48000,5.02
11,12,1,q_r12_r15 | q_r15_r5 | q_r5_r13,996000,478500,517500,51.96
11,14,0,q_r12_r15,240000,120000,120000,50.00
11,14,1,q_r12_r13 | q_r13_r5 | q_r5_r15,199500,193500,6000,3.01
11,14,3,q_r12_r13 | q_r13_r5 | q_r5_r19 | q_r19_r22 | q_r22_r15,3000,1500,1500,50.00
11,15,0,q_r12_r15 | q_r15_r22 | q_r22_r16,96000,36000,60000,62.50
11,15,1,q_r12_r13 | q_r13_r5 | q_r5_r1 | q_r1_r16,48000,45000,3000,6.25
11,15,2,q_r12_r15 | q_r15_r5 | q_r5_r1 | q_r1_r16,244500,118500,126000,51.53
11,15,3,q_r12_r13 | q_r13_r3 | q_r3_r1 | q_r1_r16,270000,256500,13500,5.00
11,18,0,q_r12_r15 | q_r15_r5 | q_r5_r19,369000,172500,196500,53.25
11,18,1,q_r12_r13 | q_r13_r5 | q_r5_r19,396000,376500,19500,4.92
11,18,2,q_r12_r15 | q_r15_r22 | q_r22_r19,7500,1500,6000,80.00
11,21,0,q_r12_r15 | q_r15_r22,603000,301500,301500,50.00
11,21,1,q_r12_r13 | q_r13_r6 | q_r6_r18 | q_r18_r22,121500,117000,4500,3.70
11,21,2,q_r12_r15 | q_r15_r5 | q_r5_r19 | q_r19_r22,21000,7500,13500,64.29
11,21,3,q_r12_r13 | q_r13_r5 | q_r5_r19 | q_r19_r22,1657500,1581000,76500,4.62
12,0,0,q_r13_r5 | q_r5_r1,3657000,3657000,0,0.00
12,0,1,q_r13_r3 | q_r3_r1,8179500,8179500,0,0.00
12,0,3,q_r13_r5 | q_r5_r7 | q_r7_r3 | q_r3_r1,10500,10500,0,0.00
12,1,0,q_r13_r12 | q_r12_r15 | q_r15_r2,10500,3000,7500,71.43
12,1,1,q_r13_r6 | q_r6_r7 | q_r7_r2,592500,592500,0,0.00
12,1,2,q_r13_r5 | q_r5_r7 | q_r7_r2,180000,178500,1500,0.83
12,1,3,q_r13_r3 | q_r3_r7 | q_r7_r2,1231500,1231500,0,0.00
12,2,0,q_r13_r3,5065500,5065500,0,0.00
12,3,0,q_r13_r5 | q_r5_r4,123000,123000,0,0.00
12,3,2,q_r13_r5 | q_r5_r19 | q_r19_r17 | q_r17_r4,6000,6000,0,0.00
12,4,0,q_r13_r5,55194000,55194000,0,0.00
12,4,2,q_r13_r12 | q_r12_r15 | q_r15_r5,12000,3000,9000,75.00
12,4,3,q_r13_r6 | q_r6_r7 | q_r7_r5,271500,271500,0,0.00
12,5,0,q_r13_r6,1684500,1684500,0,0.00
12,6,0,q_r13_r6 | q_r6_r7,175500,175500,0,0.00
12,6,1,q_r13_r5 | q_r5_r7,451500,451500,0,0.00
12,6,2,q_r13_r3 | q_r3_r7,1494000,1494000,0,0.00
12,7,0,q_r13_r8,201000,201000,0,0.00
12,8,0,q_r13_r5 | q_r5_r1 | q_r1_r20 | q_r20_r9,24000,24000,0,0.00
12,8,1,q_r13_r3 | q_r3_r1 | q_r1_r20 | q_r20_r9,21000,21000,0,0.00
12,8,3,q_r13_r3 | q_r3_r1 | q_r1_r10 | q_r10_r9,7500,7500,0,0.00
12,9,0,q_r13_r5 | q_r5_r1 | q_r1_r10,226500,226500,0,0.00
12,9,1,q_r13_r3 | q_r3_r1 | q_r1_r10,718500,718500,0,0.00
12,9,3,q_r13_r8 | q_r8_r5 | q_r5_r1 | q_r1_r10,264000,264000,0,0.00
12,10,0,q_r13_r5 | q_r5_r11,7500,7500,0,0.00
12,10,2,q_r13_r5 | q_r5_r19 | q_r19_r22 | q_r22_r11,9000,9000,0,0.00
12,11,0,q_r13_r12,102000,24000,78000,76.47
12,11,1,q_r13_r5 | q_r5_r15 | q_r15_r12,106500,28500,78000,73.24
12,13,1,q_r13_r5 | q_r5_r7 | q_r7_r14,28500,28500,0,0.00
12,13,2,q_r13_r3 | q_r3_r7 | q_r7_r14,4500,4500,0,0.00
12,14,0,q_r13_r12 | q_r12_r15,39909000,6529500,33379500,83.64
12,14,3,q_r13_r5 | q_r5_r19 | q_r19_r22 | q_r22_r15,19500,19500,0,0.00
12,15,0,q_r13_r5 | q_r5_r1 | q_r1_r16,61500,61500,0,0.00
12,15,1,q_r13_r3 | q_r3_r1 | q_r1_r16,1335000,1335000,0,0.00
12,15,2,q_r13_r5 | q_r5_r19 | q_r19_r22 | q_r22_r16,34500,33000,1500,4.35
12,15,3,q_r13_r3 | q_r3_r7 | q_r7_r22 | q_r22_r16,112500,112500,0,0.00
12,16,0,q_r13_r5 | q_r5_r19 | q_r19_r17,6000,4500,1500,25.00
12,16,1,q_r13_r5 | q_r5_r4 | q_r4_r17,9000,7500,1500,16.67
12,17,0,q_r13_r6 | q_r6_r18,147000,147000,0,0.00
12,17,1,q_r13_r12 | q_r12_r15 | q_r15_r22 | q_r22_r18,22500,16500,6000,26.67
12,17,2,q_r13_r6 | q_r6_r7 | q_r7_r22 | q_r22_r18,4500,4500,0,0.00
12,17,3,q_r13_r5 | q_r5_r19 | q_r19_r22 | q_r22_r18,166500,165000,1500,0.90
12,18,0,q_r13_r5 | q_r5_r19,9522000,9520500,1500,0.02
12,18,2,q_r13_r5 | q_r5_r7 | q_r7_r22 | q_r22_r19,307500,306000,1500,0.49
12,18,3,q_r13_r12 | q_r12_r15 | q_r15_r5 | q_r5_r19,15000,1500,13500,90.00
12,19,0,q_r13_r5 | q_r5_r1 | q_r1_r20,616500,615000,1500,0.24
12,19,1,q_r13_r3 | q_r3_r1 | q_r1_r20,3225000,3225000,0,0.00
12,19,3,q_r13_r5 | q_r5_r1 | q_r1_r10 | q_r10_r9 | q_r9_r20,601500,600000,1500,0.25
12,20,0,q_r13_r5 | q_r5_r4 | q_r4_r21,154500,153000,1500,0.97
12,20,1,q_r13_r8 | q_r8_r5 | q_r5_r4 | q_r4_r21,15000,15000,0,0.00
12,20,2,q_r13_r5 | q_r5_r1 | q_r1_r10 | q_r10_r21,18000,16500,1500,8.33
12,21,0,q_r13_r12 | q_r12_r15 | q_r15_r22,450000,60000,390000,86.67
12,21,1,q_r13_r6 | q_r6_r18 | q_r18_r22,1287000,1287000,0,0.00
12,21,2,q_r13_r5 | q_r5_r19 | q_r19_r22,2800500,2799000,1500,0.05
12,21,3,q_r13_r6 | q_r6_r7 | q_r7_r22,4500,4500,0,0.00
13,0,1,q_r14_r7 | q_r7_r5 | q_r5_r1,109500,109500,0,0.00
13,2,0,q_r14_r7 | q_r7_r3,190500,190500,0,0.00
13,2,1,q_r14_r2 | q_r2_r7 | q_r7_r3,135000,135000,0,0.00
13,2,2,q_r14_r7 | q_r7_r6 | q_r6_r13 | q_r13_r3,93000,93000,0,0.00
13,2,3,q_r14_r7 | q_r7_r5 | q_r5_r13 | q_r13_r3,9000,9000,0,0.00
13,4,0,q_r14_r7 | q_r7_r5,9514500,9514500,0,0.00
13,4,1,q_r14_r2 | q_r2_r15 | q_r15_r5,3477000,3477000,0,0.00
13,4,2,q_r14_r2 | q_r2_r7 | q_r7_r5,6063000,6063000,0,0.00
13,4,3,q_r14_r7 | q_r7_r22 | q_r22_r19 | q_r19_r5,24000,24000,0,0.00
13,5,0,q_r14_r7 | q_r7_r6,70500,70500,0,0.00
13,5,1,q_r14_r2 | q_r2_r7 | q_r7_r6,54000,54000,0,0.00
13,5,3,q_r14_r7 | q_r7_r3 | q_r3_r13 | q_r13_r6,12000,10500,1500,12.50
13,6,0,q_r14_r7,30000,30000,0,0.00
13,6,1,q_r14_r2 | q_r2_r7,10500,10500,0,0.00
13,6,2,q_r14_r2 | q_r2_r15 | q_r15_r5 | q_r5_r7,16500,16500,0,0.00
13,9,1,q_r14_r7 | q_r7_r5 | q_r5_r1 | q_r1_r10,76500,76500,0,0.00
13,14,0,q_r14_r2 | q_r2_r15,55500,55500,0,0.00
13,14,1,q_r14_r7 | q_r7_r22 | q_r22_r15,4500,4500,0,0.00
13,14,2,q_r14_r7 | q_r7_r5 | q_r5_r15,36000,36000,0,0.00
13,15,0,q_r14_r7 | q_r7_r22 | q_r22_r16,21000,19500,1500,7.14
13,15,1,q_r14_r2 | q_r2_r15 | q_r15_r22 | q_r22_r16,21000,21000,0,0.00
13,15,3,q_r14_r2 | q_r2_r7 | q_r7_r22 | q_r22_r16,21000,21000,0,0.00
13,16,0,q_r14_r7 | q_r7_r22 | q_r22_r19 | q_r19_r17,4500,4500,0,0.00
13,16,3,q_r14_r2 | q_r2_r15 | q_r15_r5 | q_r5_r19 | q_r19_r17,3000,3000,0,0.00
13,18,0,q_r14_r7 | q_r7_r22 | q_r22_r19,88500,88500,0,0.00
13,18,1,q_r14_r7 | q_r7_r5 | q_r5_r19,19500,19500,0,0.00
13,18,2,q_r14_r2 | q_r2_r15 | q_r15_r5 | q_r5_r19,42000,42000,0,0.00
13,18,3,q_r14_r2 | q_r2_r7 | q_r7_r22 | q_r22_r19,109500,109500,0,0.00
13,19,0,q_r14_r7 | q_r7_r3 | q_r3_r1 | q_r1_r20,13500,12000,1500,11.11
13,19,1,q_r14_r7 | q_r7_r5 | q_r5_r1 | q_r1_r20,126000,124500,1500,1.19
13,19,2,q_r14_r2 | q_r2_r15 | q_r15_r5 | q_r5_r1 | q_r1_r20,60000,60000,0,0.00
13,21,0,q_r14_r7 | q_r7_r22,364500,363000,1500,0.41
13,21,1,q_r14_r2 | q_r2_r15 | q_r15_r22,259500,259500,0,0.00
13,21,2,q_r14_r2 | q_r2_r7 | q_r7_r22,402000,402000,0,0.00
13,21,3,q_r14_r7 | q_r7_r6 | q_r6_r18 | q_r18_r22,33000,31500,1500,4.55
14,0,0,q_r15_r5 | q_r5_r1,936000,936000,0,0.00
14,1,0,q_r15_r2,8751000,8751000,0,0.00
14,1,1,q_r15_r5 | q_r5_r7 | q_r7_r2,48000,48000,0,0.00
14,1,2,q_r15_r22 | q_r22_r7 | q_r7_r2,12000,12000,0,0.00
14,2,0,q_r15_r5 | q_r5_r13 | q_r13_r3,418500,418500,0,0.00
14,2,1,q_r15_r22 | q_r22_r7 | q_r7_r3,126000,126000,0,0.00
14,2,2,q_r15_r5 | q_r5_r7 | q_r7_r3,1591500,1591500,0,0.00
14,3,0,q_r15_r5 | q_r5_r4,795000,795000,0,0.00
14,4,0,q_r15_r5,36804000,36804000,0,0.00
14,5,0,q_r15_r5 | q_r5_r13 | q_r13_r6,18000,18000,0,0.00
14,5,1,q_r15_r22 | q_r22_r7 | q_r7_r6,600000,600000,0,0.00
14,5,3,q_r15_r22 | q_r22_r18 | q_r18_r6,163500,163500,0,0.00
14,6,0,q_r15_r5 | q_r5_r7,4500,4500,0,0.00
14,6,1,q_r15_r22 | q_r22_r7,148500,148500,0,0.00
14,6,2,q_r15_r2 | q_r2_r7,370500,370500,0,0.00
14,7,0,q_r15_r5 | q_r5_r8,418500,418500,0,0.00
14,7,2,q_r15_r5 | q_r5_r13 | q_r13_r8,411000,411000,0,0.00
14,8,0,q_r15_r5 | q_r5_r1 | q_r1_r20 | q_r20_r9,180000,180000,0,0.00
14,8,1,q_r15_r5 | q_r5_r1 | q_r1_r10 | q_r10_r9,60000,60000,0,0.00
14,8,3,q_r15_r22 | q_r22_r16 | q_r16_r1 | q_r1_r20 | q_r20_r9,109500,108000,1500,1.37
14,9,0,q_r15_r5 | q_r5_r1 | q_r1_r10,991500,991500,0,0.00
14,9,2,q_r15_r5 | q_r5_r4 | q_r4_r21 | q_r21_r10,1561500,1561500,0,0.00
14,10,0,q_r15_r5 | q_r5_r11,18000,18000,0,0.00
14,10,1,q_r15_r22 | q_r22_r11,31500,31500,0,0.00
14,10,2,q_r15_r5 | q_r5_r19 | q_r19_r22 | q_r22_r11,3000,1500,1500,50.00
14,11,0,q_r15_r12,58500,19500,39000,66.67
14,11,1,q_r15_r5 | q_r5_r13 | q_r13_r12,48000,6000,42000,87.50
14,12,0,q_r15_r5 | q_r5_r13,274500,273000,1500,0.55
14,13,0,q_r15_r2 | q_r2_r14,693000,693000,0,0.00
14,13,1,q_r15_r5 | q_r5_r7 | q_r7_r14,757500,756000,1500,0.20
14,13,2,q_r15_r2 | q_r2_r7 | q_r7_r14,52500,52500,0,0.00
14,13,3,q_r15_r22 | q_r22_r7 | q_r7_r14,25500,25500,0,0.00
14,16,0,q_r15_r5 | q_r5_r19 | q_r19_r17,285000,283500,1500,0.53
14,16,1,q_r15_r22 | q_r22_r19 | q_r19_r17,3696000,3696000,0,0.00
14,16,2,q_r15_r5 | q_r5_r4 | q_r4_r17,13500,12000,1500,11.11
14,17,0,q_r15_r22 | q_r22_r18,15000,15000,0,0.00
14,17,2,q_r15_r22 | q_r22_r7 | q_r7_r6 | q_r6_r18,3000,3000,0,0.00
14,17,3,q_r15_r12 | q_r12_r13 | q_r13_r6 | q_r6_r18,10500,4500,6000,57.14
14,18,0,q_r15_r5 | q_r5_r19,43500,42000,1500,3.45
14,18,1,q_r15_r22 | q_r22_r19,15645000,15645000,0,0.00
14,18,2,q_r15_r5 | q_r5_r7 | q_r7_r22 | q_r22_r19,13500,12000,1500,11.11
14,19,0,q_r15_r5 | q_r5_r1 | q_r1_r20,240000,238500,1500,0.62
14,19,2,q_r15_r5 | q_r5_r13 | q_r13_r3 | q_r3_r1 | q_r1_r20,18000,16500,1500,8.33
14,19,3,q_r15_r5 | q_r5_r1 | q_r1_r10 | q_r10_r9 | q_r9_r20,282000,280500,1500,0.53
14,20,0,q_r15_r5 | q_r5_r4 | q_r4_r21,978000,976500,1500,0.15
14,20,1,q_r15_r5 | q_r5_r1 | q_r1_r10 | q_r10_r21,16500,15000,1500,9.09
14,21,0,q_r15_r22,4561500,4561500,0,0.00
15,0,0,q_r16_r1,68256000,68256000,0,0.00
15,0,1,q_r16_r22 | q_r22_r19 | q_r19_r5 | q_r5_r1,1746000,1746000,0,0.00
15,0,2,q_r16_r22 | q_r22_r7 | q_r7_r3 | q_r3_r1,76500,76500,0,0.00
15,0,3,q_r16_r22 | q_r22_r15 | q_r15_r5 | q_r5_r1,40234500,40233000,1500,0.00
15,1,0,q_r16_r22 | q_r22_r7 | q_r7_r2,4137000,4137000,0,0.00
15,1,1,q_r16_r22 | q_r22_r15 | q_r15_r2,4629000,4629000,0,0.00
15,1,2,q_r16_r1 | q_r1_r5 | q_r5_r7 | q_r7_r2,811500,810000,1500,0.18
15,1,3,q_r16_r22 | q_r22_r7 | q_r7_r14 | q_r14_r2,163500,163500,0,0.00
15,2,0,q_r16_r1 | q_r1_r3,36999000,36997500,1500,0.00
15,2,1,q_r16_r22 | q_r22_r7 | q_r7_r3,32841000,32841000,0,0.00
15,2,2,q_r16_r1 | q_r1_r5 | q_r5_r13 | q_r13_r3,32428500,32427000,1500,0.00
15,2,3,q_r16_r1 | q_r1_r5 | q_r5_r7 | q_r7_r3,13807500,13807500,0,0.00
15,4,0,q_r16_r1 | q_r1_r5,21766500,21766500,0,0.00
15,4,1,q_r16_r22 | q_r22_r19 | q_r19_r5,42715500,42715500,0,0.00
15,4,2,q_r16_r22 | q_r22_r7 | q_r7_r5,162000,162000,0,0.00
15,4,3,q_r16_r22 | q_r22_r15 | q_r15_r5,9232500,9232500,0,0.00
15,5,0,q_r16_r22 | q_r22_r7 | q_r7_r6,3771000,3771000,0,0.00
15,5,1,q_r16_r22 | q_r22_r18 | q_r18_r6,573000,573000,0,0.00
15,5,2,q_r16_r1 | q_r1_r5 | q_r5_r13 | q_r13_r6,1225500,1224000,1500,0.12
15,5,3,q_r16_r1 | q_r1_r3 | q_r3_r13 | q_r13_r6,7330500,7330500,0,0.00
15,6,0,q_r16_r22 | q_r22_r7,1627500,1627500,0,0.00
15,6,1,q_r16_r1 | q_r1_r5 | q_r5_r7,511500,511500,0,0.00
15,6,2,q_r16_r1 | q_r1_r3 | q_r3_r7,3319500,3319500,0,0.00
15,6,3,q_r16_r22 | q_r22_r19 | q_r19_r5 | q_r5_r7,7500,6000,1500,20.00
15,7,0,q_r16_r1 | q_r1_r5 | q_r5_r8,571500,571500,0,0.00
15,7,1,q_r16_r22 | q_r22_r19 | q_r19_r5 | q_r5_r8,267000,267000,0,0.00
15,7,2,q_r16_r1 | q_r1_r3 | q_r3_r13 | q_r13_r8,406500,406500,0,0.00
15,7,3,q_r16_r1 | q_r1_r5 | q_r5_r13 | q_r13_r8,772500,772500,0,0.00
15,8,0,q_r16_r1 | q_r1_r20 | q_r20_r9,793500,792000,1500,0.19
15,8,1,q_r16_r1 | q_r1_r10 | q_r10_r9,651000,651000,0,0.00
15,8,2,q_r16_r22 | q_r22_r19 | q_r19_r5 | q_r5_r1 | q_r1_r20 | q_r20_r9,60000,60000,0,0.00
15,8,3,q_r16_r1 | q_r1_r5 | q_r5_r4 | q_r4_r21 | q_r21_r10 | q_r10_r9,70500,69000,1500,2.13
15,9,0,q_r16_r1 | q_r1_r10,22434000,22431000,3000,0.01
15,9,1,q_r16_r1 | q_r1_r20 | q_r20_r9 | q_r9_r10,225000,223500,1500,0.67
15,9,2,q_r16_r22 | q_r22_r19 | q_r19_r5 | q_r5_r1 | q_r1_r10,1335000,1333500,1500,0.11
15,9,3,q_r16_r1 | q_r1_r5 | q_r5_r4 | q_r4_r21 | q_r21_r10,1395000,1393500,1500,0.11
15,10,0,q_r16_r22 | q_r22_r11,6886500,6885000,1500,0.02
15,10,1,q_r16_r1 | q_r1_r5 | q_r5_r11,2175000,2173500,1500,0.07
15,10,2,q_r16_r22 | q_r22_r19 | q_r19_r5 | q_r5_r11,757500,756000,1500,0.20
15,10,3,q_r16_r22 | q_r22_r7 | q_r7_r5 | q_r5_r11,939000,937500,1500,0.16
15,11,0,q_r16_r22 | q_r22_r15 | q_r15_r12,1225500,376500,849000,69.28
15,11,1,q_r16_r1 | q_r1_r5 | q_r5_r13 | q_r13_r12,567000,103500,463500,81.75
15,11,2,q_r16_r1 | q_r1_r3 | q_r3_r13 | q_r13_r12,3364500,603000,2761500,82.08
15,11,3,q_r16_r1 | q_r1_r5 | q_r5_r15 | q_r15_r12,3069000,960000,2109000,68.72
15,12,0,q_r16_r1 | q_r1_r5 | q_r5_r13,9000,7500,1500,16.67
15,12,1,q_r16_r1 | q_r1_r3 | q_r3_r13,30000,28500,1500,5.00
15,12,2,q_r16_r22 | q_r22_r19 | q_r19_r5 | q_r5_r13,7500,6000,1500,20.00
15,13,0,q_r16_r22 | q_r22_r7 | q_r7_r14,6000,4500,1500,25.00
15,13,2,q_r16_r22 | q_r22_r15 | q_r15_r2 | q_r2_r14,10500,9000,1500,14.29
15,13,3,q_r16_r22 | q_r22_r7 | q_r7_r2 | q_r2_r14,10500,9000,1500,14.29
15,14,0,q_r16_r22 | q_r22_r15,6000,4500,1500,25.00
15,14,1,q_r16_r1 | q_r1_r5 | q_r5_r15,7500,6000,1500,20.00
15,16,0,q_r16_r22 | q_r22_r19 | q_r19_r17,60000,58500,1500,2.50
15,16,1,q_r16_r1 | q_r1_r5 | q_r5_r19 | q_r19_r17,31500,30000,1500,4.76
15,16,2,q_r16_r1 | q_r1_r5 | q_r5_r4 | q_r4_r17,139500,138000,1500,1.08
15,16,3,q_r16_r22 | q_r22_r7 | q_r7_r5 | q_r5_r19 | q_r19_r17,97500,96000,1500,1.54
15,17,0,q_r16_r22 | q_r22_r18,1804500,1803000,1500,0.08
15,17,1,q_r16_r22 | q_r22_r7 | q_r7_r6 | q_r6_r18,303000,301500,1500,0.50
15,17,2,q_r16_r1 | q_r1_r5 | q_r5_r13 | q_r13_r6 | q_r6_r18,130500,129000,1500,1.15
15,17,3,q_r16_r1 | q_r1_r3 | q_r3_r13 | q_r13_r6 | q_r6_r18,1585500,1584000,1500,0.09
15,18,0,q_r16_r22 | q_r22_r19,7276500,7275000,1500,0.02
15,18,1,q_r16_r1 | q_r1_r5 | q_r5_r19,14373000,14371500,1500,0.01
15,18,2,q_r16_r22 | q_r22_r7 | q_r7_r5 | q_r5_r19,12991500,12990000,1500,0.01
15,18,3,q_r16_r22 | q_r22_r15 | q_r15_r5 | q_r5_r19,48000,46500,1500,3.12
15,19,0,q_r16_r1 | q_r1_r20,3550500,3549000,1500,0.04
15,19,1,q_r16_r1 | q_r1_r10 | q_r10_r9 | q_r9_r20,2242500,2241000,1500,0.07
15,19,2,q_r16_r22 | q_r22_r19 | q_r19_r5 | q_r5_r1 | q_r1_r20,214500,213000,1500,0.70
15,19,3,q_r16_r22 | q_r22_r7 | q_r7_r3 | q_r3_r1 | q_r1_r20,18000,16500,1500,8.33
15,20,0,q_r16_r1 | q_r1_r10 | q_r10_r21,1662000,1660500,1500,0.09
15,20,1,q_r16_r1 | q_r1_r5 | q_r5_r4 | q_r4_r21,1089000,1087500,1500,0.14
15,20,2,q_r16_r22 | q_r22_r19 | q_r19_r17 | q_r17_r4 | q_r4_r21,2049000,2047500,1500,0.07
15,20,3,q_r16_r22 | q_r22_r7 | q_r7_r5 | q_r5_r4 | q_r4_r21,15000,13500,1500,10.00
15,21,0,q_r16_r22,168492000,168489000,3000,0.00
15,21,1,q_r16_r1 | q_r1_r5 | q_r5_r19 | q_r19_r22,3810000,3808500,1500,0.04
15,21,2,q_r16_r1 | q_r1_r3 | q_r3_r7 | q_r7_r22,49858500,49855500,3000,0.01
15,21,3,q_r16_r1 | q_r1_r5 | q_r5_r7 | q_r7_r22,111000,109500,1500,1.35
16,0,0,q_r17_r19 | q_r19_r5 | q_r5_r1,580500,580500,0,0.00
16,0,1,q_r17_r4 | q_r4_r5 | q_r5_r1,1287000,1287000,0,0.00
16,1,0,q_r17_r19 | q_r19_r22 | q_r22_r7 | q_r7_r2,25500,24000,1500,5.88
16,1,1,q_r17_r4 | q_r4_r5 | q_r5_r7 | q_r7_r2,43500,42000,1500,3.45
16,1,2,q_r17_r19 | q_r19_r5 | q_r5_r7 | q_r7_r2,28500,27000,1500,5.26
16,1,3,q_r17_r4 | q_r4_r5 | q_r5_r15 | q_r15_r2,22500,22500,0,0.00
16,2,1,q_r17_r4 | q_r4_r5 | q_r5_r13 | q_r13_r3,9000,9000,0,0.00
16,2,2,q_r17_r19 | q_r19_r5 | q_r5_r13 | q_r13_r3,49500,49500,0,0.00
16,2,3,q_r17_r4 | q_r4_r5 | q_r5_r7 | q_r7_r3,135000,135000,0,0.00
16,4,0,q_r17_r19 | q_r19_r5,468000,468000,0,0.00
16,4,1,q_r17_r4 | q_r4_r5,7377000,7377000,0,0.00
16,4,2,q_r17_r19 | q_r19_r22 | q_r22_r7 | q_r7_r5,4500,4500,0,0.00
16,5,0,q_r17_r19 | q_r19_r22 | q_r22_r7 | q_r7_r6,141000,141000,0,0.00
16,5,1,q_r17_r4 | q_r4_r5 | q_r5_r13 | q_r13_r6,142500,142500,0,0.00
16,5,2,q_r17_r19 | q_r19_r5 | q_r5_r13 | q_r13_r6,6000,6000,0,0.00
16,5,3,q_r17_r4 | q_r4_r5 | q_r5_r7 | q_r7_r6,214500,214500,0,0.00
16,6,0,q_r17_r19 | q_r19_r22 | q_r22_r7,121500,121500,0,0.00
16,6,1,q_r17_r4 | q_r4_r5 | q_r5_r7,121500,121500,0,0.00
16,6,2,q_r17_r19 | q_r19_r5 | q_r5_r7,325500,325500,0,0.00
16,7,0,q_r17_r19 | q_r19_r5 | q_r5_r8,280500,280500,0,0.00
16,7,1,q_r17_r4 | q_r4_r5 | q_r5_r8,261000,261000,0,0.00
16,7,2,q_r17_r19 | q_r19_r5 | q_r5_r13 | q_r13_r8,214500,214500,0,0.00
16,7,3,q_r17_r4 | q_r4_r5 | q_r5_r13 | q_r13_r8,474000,474000,0,0.00
16,8,0,q_r17_r4 | q_r4_r21 | q_r21_r10 | q_r10_r9,9000,9000,0,0.00
16,8,1,q_r17_r19 | q_r19_r5 | q_r5_r1 | q_r1_r20 | q_r20_r9,174000,174000,0,0.00
16,8,2,q_r17_r4 | q_r4_r5 | q_r5_r1 | q_r1_r20 | q_r20_r9,58500,57000,1500,2.56
16,8,3,q_r17_r19 | q_r19_r5 | q_r5_r1 | q_r1_r10 | q_r10_r9,66000,66000,0,0.00
16,9,0,q_r17_r4 | q_r4_r21 | q_r21_r10,681000,681000,0,0.00
16,9,1,q_r17_r19 | q_r19_r5 | q_r5_r1 | q_r1_r10,2680500,2680500,0,0.00
16,9,2,q_r17_r4 | q_r4_r5 | q_r5_r1 | q_r1_r10,1170000,1170000,0,0.00
16,10,0,q_r17_r19 | q_r19_r22 | q_r22_r11,12000,10500,1500,12.50
16,10,1,q_r17_r4 | q_r4_r5 | q_r5_r11,10500,9000,1500,14.29
16,10,2,q_r17_r19 | q_r19_r5 | q_r5_r11,18000,16500,1500,8.33
16,11,1,q_r17_r4 | q_r4_r5 | q_r5_r13 | q_r13_r12,9000,1500,7500,83.33
16,12,0,q_r17_r19 | q_r19_r5 | q_r5_r13,79500,78000,1500,1.89
16,12,1,q_r17_r4 | q_r4_r5 | q_r5_r13,117000,115500,1500,1.28
16,14,0,q_r17_r19 | q_r19_r22 | q_r22_r15,6000,4500,1500,25.00
16,14,1,q_r17_r4 | q_r4_r5 | q_r5_r15,46500,45000,1500,3.23
16,14,2,q_r17_r19 | q_r19_r5 | q_r5_r15,6375000,6373500,1500,0.02
16,15,0,q_r17_r19 | q_r19_r22 | q_r22_r16,874500,873000,1500,0.17
16,15,1,q_r17_r4 | q_r4_r5 | q_r5_r1 | q_r1_r16,18000,16500,1500,8.33
16,15,2,q_r17_r19 | q_r19_r5 | q_r5_r1 | q_r1_r16,121500,120000,1500,1.23
16,17,0,q_r17_r19 | q_r19_r22 | q_r22_r18,138000,136500,1500,1.09
16,17,1,q_r17_r4 | q_r4_r5 | q_r5_r13 | q_r13_r6 | q_r6_r18,78000,76500,1500,1.92
