flow_id,src,dst,path_idx,path_hops,rate_mbps,sent_bytes,delivered_bytes,loss_bytes,loss_pct
515,9,13,3,q_r10_r1 | q_r1_r5 | q_r5_r7 | q_r7_r2 | q_r2_r14,0.0122,4500,3000,1500,33.33
516,9,14,0,q_r10_r1 | q_r1_r5 | q_r5_r15,4.8125,1204500,1203000,1500,0.12
517,9,14,1,q_r10_r21 | q_r21_r4 | q_r4_r5 | q_r5_r15,10.8488,2713500,2713500,0,0.00
518,9,15,0,q_r10_r1 | q_r1_r16,7.8953,1974000,1972500,1500,0.08
519,9,15,2,q_r10_r1 | q_r1_r5 | q_r5_r19 | q_r19_r22 | q_r22_r16,0.0249,7500,6000,1500,20.00
520,9,15,3,q_r10_r21 | q_r21_r4 | q_r4_r5 | q_r5_r1 | q_r1_r16,0.8106,204000,202500,1500,0.74
521,9,16,0,q_r10_r21 | q_r21_r4 | q_r4_r17,0.0242,7500,7500,0,0.00
522,9,16,1,q_r10_r1 | q_r1_r5 | q_r5_r19 | q_r19_r17,0.0280,7500,6000,1500,20.00
523,9,16,2,q_r10_r1 | q_r1_r5 | q_r5_r4 | q_r4_r17,0.0682,18000,16500,1500,8.33
524,9,16,3,q_r10_r21 | q_r21_r4 | q_r4_r5 | q_r5_r19 | q_r19_r17,0.0654,16500,15000,1500,9.09
525,9,17,1,q_r10_r1 | q_r1_r5 | q_r5_r13 | q_r13_r6 | q_r6_r18,0.2719,69000,67500,1500,2.17
526,9,17,2,q_r10_r1 | q_r1_r3 | q_r3_r13 | q_r13_r6 | q_r6_r18,0.8691,217500,216000,1500,0.69
527,9,17,3,q_r10_r1 | q_r1_r5 | q_r5_r19 | q_r19_r22 | q_r22_r18,0.0946,24000,22500,1500,6.25
528,9,18,0,q_r10_r1 | q_r1_r5 | q_r5_r19,31.9491,7987500,7986000,1500,0.02
529,9,18,1,q_r10_r21 | q_r21_r4 | q_r4_r17 | q_r17_r19,31.1060,7777500,7777500,0,0.00
530,9,18,3,q_r10_r21 | q_r21_r4 | q_r4_r5 | q_r5_r19,0.8521,214500,214500,0,0.00
531,9,19,0,q_r10_r9 | q_r9_r20,3.8614,966000,966000,0,0.00
532,9,19,1,q_r10_r1 | q_r1_r20,5.6647,1417500,1416000,1500,0.11
533,9,19,2,q_r10_r21 | q_r21_r4 | q_r4_r5 | q_r5_r1 | q_r1_r20,0.2467,63000,61500,1500,2.38
534,9,19,3,q_r10_r21 | q_r21_r4 | q_r4_r17 | q_r17_r19 | q_r19_r5 | q_r5_r1 | q_r1_r20,0.0202,6000,4500,1500,25.00
535,9,20,0,q_r10_r21,12.2020,3051000,3049500,1500,0.05
536,9,20,1,q_r10_r1 | q_r1_r5 | q_r5_r4 | q_r4_r21,1.7114,429000,427500,1500,0.35
537,9,21,1,q_r10_r1 | q_r1_r5 | q_r5_r19 | q_r19_r22,0.3509,88500,87000,1500,1.69
538,9,21,2,q_r10_r1 | q_r1_r3 | q_r3_r7 | q_r7_r22,0.5961,150000,148500,1500,1.00
539,10,0,0,q_r11_r5 | q_r5_r1,0.4203,106500,106500,0,0.00
540,10,2,1,q_r11_r5 | q_r5_r13 | q_r13_r3,0.2811,70500,70500,0,0.00
541,10,2,2,q_r11_r5 | q_r5_r7 | q_r7_r3,0.0637,16500,16500,0,0.00
542,10,2,3,q_r11_r5 | q_r5_r1 | q_r1_r3,0.2917,73500,73500,0,0.00
543,10,3,0,q_r11_r5 | q_r5_r4,1.9264,483000,483000,0,0.00
544,10,3,1,q_r11_r22 | q_r22_r19 | q_r19_r17 | q_r17_r4,0.0931,24000,24000,0,0.00
545,10,3,3,q_r11_r22 | q_r22_r7 | q_r7_r5 | q_r5_r4,0.4514,114000,114000,0,0.00
546,10,4,0,q_r11_r5,4.1308,1033500,1033500,0,0.00
547,10,4,1,q_r11_r22 | q_r22_r19 | q_r19_r5,0.0307,9000,9000,0,0.00
548,10,4,2,q_r11_r22 | q_r22_r7 | q_r7_r5,0.1561,40500,40500,0,0.00
549,10,4,3,q_r11_r22 | q_r22_r15 | q_r15_r5,0.0127,4500,4500,0,0.00
550,10,5,0,q_r11_r22 | q_r22_r7 | q_r7_r6,0.0557,15000,15000,0,0.00
551,10,5,1,q_r11_r5 | q_r5_r13 | q_r13_r6,0.0665,18000,18000,0,0.00
552,10,5,3,q_r11_r5 | q_r5_r7 | q_r7_r6,0.0636,16500,16500,0,0.00
553,10,6,0,q_r11_r22 | q_r22_r7,0.3825,96000,96000,0,0.00
554,10,6,1,q_r11_r5 | q_r5_r7,0.6502,163500,163500,0,0.00
555,10,6,3,q_r11_r5 | q_r5_r13 | q_r13_r6 | q_r6_r7,0.0426,12000,12000,0,0.00
556,10,7,0,q_r11_r5 | q_r5_r8,0.1903,48000,48000,0,0.00
557,10,7,1,q_r11_r5 | q_r5_r13 | q_r13_r8,0.0543,15000,15000,0,0.00
558,10,7,3,q_r11_r22 | q_r22_r7 | q_r7_r5 | q_r5_r8,0.0162,4500,4500,0,0.00
559,10,8,0,q_r11_r5 | q_r5_r1 | q_r1_r20 | q_r20_r9,0.0384,10500,9000,1500,14.29
560,10,8,1,q_r11_r5 | q_r5_r1 | q_r1_r10 | q_r10_r9,0.0211,6000,6000,0,0.00
561,10,8,3,q_r11_r22 | q_r22_r16 | q_r16_r1 | q_r1_r20 | q_r20_r9,0.0201,6000,6000,0,0.00
562,10,9,0,q_r11_r5 | q_r5_r1 | q_r1_r10,1.0830,271500,271500,0,0.00
563,10,9,2,q_r11_r5 | q_r5_r4 | q_r4_r21 | q_r21_r10,1.3012,325500,324000,1500,0.46
564,10,14,0,q_r11_r22 | q_r22_r15,1.3006,325500,325500,0,0.00
565,10,14,1,q_r11_r5 | q_r5_r15,9.6400,2410500,2409000,1500,0.06
566,10,14,3,q_r11_r5 | q_r5_r13 | q_r13_r12 | q_r12_r15,0.0269,7500,0,7500,100.00
567,10,15,0,q_r11_r22 | q_r22_r16,0.5245,132000,132000,0,0.00
568,10,16,0,q_r11_r22 | q_r22_r19 | q_r19_r17,5.4387,1360500,1360500,0,0.00
569,10,16,1,q_r11_r5 | q_r5_r19 | q_r19_r17,2.2486,562500,561000,1500,0.27
570,10,16,2,q_r11_r5 | q_r5_r4 | q_r4_r17,0.1038,27000,25500,1500,5.56
571,10,16,3,q_r11_r22 | q_r22_r19 | q_r19_r5 | q_r5_r4 | q_r4_r17,0.6949,174000,174000,0,0.00
572,10,18,0,q_r11_r22 | q_r22_r19,1.8502,463500,463500,0,0.00
573,10,18,1,q_r11_r5 | q_r5_r19,22.2616,5566500,5565000,1500,0.03
574,10,18,2,q_r11_r22 | q_r22_r7 | q_r7_r5 | q_r5_r19,5.8040,1452000,1452000,0,0.00
575,10,18,3,q_r11_r5 | q_r5_r7 | q_r7_r22 | q_r22_r19,1.8560,465000,463500,1500,0.32
576,10,19,0,q_r11_r5 | q_r5_r1 | q_r1_r20,1.0967,274500,273000,1500,0.55
577,10,19,2,q_r11_r5 | q_r5_r13 | q_r13_r3 | q_r3_r1 | q_r1_r20,0.0900,24000,21000,3000,12.50
578,10,19,3,q_r11_r5 | q_r5_r1 | q_r1_r10 | q_r10_r9 | q_r9_r20,1.4114,354000,352500,1500,0.42
579,10,20,0,q_r11_r5 | q_r5_r4 | q_r4_r21,0.6563,165000,163500,1500,0.91
580,10,20,1,q_r11_r5 | q_r5_r1 | q_r1_r10 | q_r10_r21,0.0150,4500,3000,1500,33.33
581,10,20,2,q_r11_r22 | q_r22_r19 | q_r19_r17 | q_r17_r4 | q_r4_r21,0.5107,129000,127500,1500,1.16
582,10,21,0,q_r11_r22,0.0739,19500,18000,1500,7.69
583,11,0,0,q_r12_r15 | q_r15_r5 | q_r5_r1,0.0891,22500,12000,10500,46.67
584,11,0,1,q_r12_r13 | q_r13_r5 | q_r5_r1,5.6685,1417500,1356000,61500,4.34
585,11,0,2,q_r12_r13 | q_r13_r3 | q_r3_r1,5.3726,1344000,1294500,49500,3.68
586,11,1,0,q_r12_r15 | q_r15_r2,0.0815,21000,12000,9000,42.86
587,11,1,1,q_r12_r13 | q_r13_r6 | q_r6_r7 | q_r7_r2,0.0103,3000,3000,0,0.00
588,11,1,2,q_r12_r15 | q_r15_r5 | q_r5_r7 | q_r7_r2,0.0283,7500,4500,3000,40.00
589,11,1,3,q_r12_r13 | q_r13_r5 | q_r5_r7 | q_r7_r2,0.0448,12000,12000,0,0.00
590,11,2,0,q_r12_r13 | q_r13_r3,0.6107,153000,139500,13500,8.82
591,11,2,1,q_r12_r15 | q_r15_r5 | q_r5_r13 | q_r13_r3,0.0424,12000,4500,7500,62.50
592,11,2,2,q_r12_r13 | q_r13_r6 | q_r6_r7 | q_r7_r3,1.0977,274500,264000,10500,3.83
593,11,2,3,q_r12_r15 | q_r15_r22 | q_r22_r7 | q_r7_r3,1.1973,300000,141000,159000,53.00
594,11,4,0,q_r12_r15 | q_r15_r5,123.2347,30810000,18402000,12408000,40.27
595,11,4,1,q_r12_r13 | q_r13_r5,128.1262,32032500,30915000,1117500,3.49
596,11,4,2,q_r12_r13 | q_r13_r8 | q_r8_r5,0.9118,228000,207000,21000,9.21
597,11,4,3,q_r12_r15 | q_r15_r22 | q_r22_r19 | q_r19_r5,1.2006,301500,135000,166500,55.22
598,11,5,0,q_r12_r13 | q_r13_r6,0.2407,61500,58500,3000,4.88
599,11,5,1,q_r12_r15 | q_r15_r5 | q_r5_r13 | q_r13_r6,0.0199,6000,4500,1500,25.00
600,11,5,2,q_r12_r13 | q_r13_r5 | q_r5_r7 | q_r7_r6,0.0580,15000,15000,0,0.00
601,11,5,3,q_r12_r15 | q_r15_r22 | q_r22_r7 | q_r7_r6,0.7163,180000,88500,91500,50.83
602,11,6,2,q_r12_r15 | q_r15_r22 | q_r22_r7,0.5195,130500,58500,72000,55.17
603,11,6,3,q_r12_r13 | q_r13_r5 | q_r5_r7,0.4400,111000,102000,9000,8.11
604,11,7,0,q_r12_r13 | q_r13_r8,0.0937,24000,22500,1500,6.25
605,11,7,1,q_r12_r15 | q_r15_r5 | q_r5_r8,0.0142,4500,3000,1500,33.33
606,11,7,2,q_r12_r13 | q_r13_r5 | q_r5_r8,0.0239,6000,6000,0,0.00
607,11,7,3,q_r12_r15 | q_r15_r5 | q_r5_r13 | q_r13_r8,0.0279,7500,3000,4500,60.00
608,11,9,0,q_r12_r15 | q_r15_r5 | q_r5_r1 | q_r1_r10,0.0373,10500,4500,6000,57.14
609,11,9,1,q_r12_r13 | q_r13_r5 | q_r5_r1 | q_r1_r10,1.7657,442500,418500,24000,5.42
610,11,9,2,q_r12_r13 | q_r13_r3 | q_r3_r1 | q_r1_r10,1.6859,421500,411000,10500,2.49
611,11,12,0,q_r12_r13,3.8208,955500,907500,48000,5.02
612,11,12,1,q_r12_r15 | q_r15_r5 | q_r5_r13,3.9816,996000,478500,517500,51.96
613,11,14,0,q_r12_r15,0.9579,240000,120000,120000,50.00
614,11,14,1,q_r12_r13 | q_r13_r5 | q_r5_r15,0.7927,199500,193500,6000,3.01
615,11,14,3,q_r12_r13 | q_r13_r5 | q_r5_r19 | q_r19_r22 | q_r22_r15,0.0108,3000,1500,1500,50.00
616,11,15,0,q_r12_r15 | q_r15_r22 | q_r22_r16,0.3815,96000,36000,60000,62.50
617,11,15,1,q_r12_r13 | q_r13_r5 | q_r5_r1 | q_r1_r16,0.1913,48000,45000,3000,6.25
618,11,15,2,q_r12_r15 | q_r15_r5 | q_r5_r1 | q_r1_r16,0.9778,244500,118500,126000,51.53
619,11,15,3,q_r12_r13 | q_r13_r3 | q_r3_r1 | q_r1_r16,1.0786,270000,256500,13500,5.00
620,11,18,0,q_r12_r15 | q_r15_r5 | q_r5_r19,1.4745,369000,172500,196500,53.25
621,11,18,1,q_r12_r13 | q_r13_r5 | q_r5_r19,1.5824,396000,376500,19500,4.92
622,11,18,2,q_r12_r15 | q_r15_r22 | q_r22_r19,0.0247,7500,1500,6000,80.00
623,11,21,0,q_r12_r15 | q_r15_r22,2.4087,603000,301500,301500,50.00
624,11,21,1,q_r12_r13 | q_r13_r6 | q_r6_r18 | q_r18_r22,0.4859,121500,117000,4500,3.70
625,11,21,2,q_r12_r15 | q_r15_r5 | q_r5_r19 | q_r19_r22,0.0819,21000,7500,13500,64.29
626,11,21,3,q_r12_r13 | q_r13_r5 | q_r5_r19 | q_r19_r22,6.6253,1657500,1581000,76500,4.62
627,12,0,0,q_r13_r5 | q_r5_r1,14.6233,3657000,3657000,0,0.00
628,12,0,1,q_r13_r3 | q_r3_r1,32.7136,8179500,8179500,0,0.00
629,12,0,3,q_r13_r5 | q_r5_r7 | q_r7_r3 | q_r3_r1,0.0364,10500,10500,0,0.00
630,12,1,0,q_r13_r12 | q_r12_r15 | q_r15_r2,0.0375,10500,3000,7500,71.43
631,12,1,1,q_r13_r6 | q_r6_r7 | q_r7_r2,2.3690,592500,592500,0,0.00
632,12,1,2,q_r13_r5 | q_r5_r7 | q_r7_r2,0.7170,180000,178500,1500,0.83
633,12,1,3,q_r13_r3 | q_r3_r7 | q_r7_r2,4.9222,1231500,1231500,0,0.00
634,12,2,0,q_r13_r3,20.2587,5065500,5065500,0,0.00
635,12,3,0,q_r13_r5 | q_r5_r4,0.4916,123000,123000,0,0.00
636,12,3,2,q_r13_r5 | q_r5_r19 | q_r19_r17 | q_r17_r4,0.0218,6000,6000,0,0.00
637,12,4,0,q_r13_r5,220.7753,55194000,55194000,0,0.00
638,12,4,2,q_r13_r12 | q_r12_r15 | q_r15_r5,0.0442,12000,3000,9000,75.00
639,12,4,3,q_r13_r6 | q_r6_r7 | q_r7_r5,1.0856,271500,271500,0,0.00
640,12,5,0,q_r13_r6,6.7367,1684500,1684500,0,0.00
641,12,6,0,q_r13_r6 | q_r6_r7,0.6970,175500,175500,0,0.00
642,12,6,1,q_r13_r5 | q_r5_r7,1.8006,451500,451500,0,0.00
643,12,6,2,q_r13_r3 | q_r3_r7,5.9717,1494000,1494000,0,0.00
644,12,7,0,q_r13_r8,0.8019,201000,201000,0,0.00
645,12,8,0,q_r13_r5 | q_r5_r1 | q_r1_r20 | q_r20_r9,0.0909,24000,24000,0,0.00
646,12,8,1,q_r13_r3 | q_r3_r1 | q_r1_r20 | q_r20_r9,0.0829,21000,21000,0,0.00
647,12,8,3,q_r13_r3 | q_r3_r1 | q_r1_r10 | q_r10_r9,0.0261,7500,7500,0,0.00
648,12,9,0,q_r13_r5 | q_r5_r1 | q_r1_r10,0.9009,226500,226500,0,0.00
649,12,9,1,q_r13_r3 | q_r3_r1 | q_r1_r10,2.8692,718500,718500,0,0.00
650,12,9,3,q_r13_r8 | q_r8_r5 | q_r5_r1 | q_r1_r10,1.0513,264000,264000,0,0.00
651,12,10,0,q_r13_r5 | q_r5_r11,0.0257,7500,7500,0,0.00
652,12,10,2,q_r13_r5 | q_r5_r19 | q_r19_r22 | q_r22_r11,0.0317,9000,9000,0,0.00
653,12,11,0,q_r13_r12,0.4033,102000,24000,78000,76.47
654,12,11,1,q_r13_r5 | q_r5_r15 | q_r15_r12,0.4220,106500,28500,78000,73.24
655,12,13,1,q_r13_r5 | q_r5_r7 | q_r7_r14,0.1122,28500,28500,0,0.00
656,12,13,2,q_r13_r3 | q_r3_r7 | q_r7_r14,0.0150,4500,4500,0,0.00
657,12,14,0,q_r13_r12 | q_r12_r15,159.6350,39909000,6529500,33379500,83.64
658,12,14,3,q_r13_r5 | q_r5_r19 | q_r19_r22 | q_r22_r15,0.0775,19500,19500,0,0.00
659,12,15,0,q_r13_r5 | q_r5_r1 | q_r1_r16,0.2418,61500,61500,0,0.00
660,12,15,1,q_r13_r3 | q_r3_r1 | q_r1_r16,5.3399,1335000,1335000,0,0.00
661,12,15,2,q_r13_r5 | q_r5_r19 | q_r19_r22 | q_r22_r16,0.1344,34500,33000,1500,4.35
662,12,15,3,q_r13_r3 | q_r3_r7 | q_r7_r22 | q_r22_r16,0.4441,112500,112500,0,0.00
663,12,16,0,q_r13_r5 | q_r5_r19 | q_r19_r17,0.0210,6000,4500,1500,25.00
664,12,16,1,q_r13_r5 | q_r5_r4 | q_r4_r17,0.0347,9000,7500,1500,16.67
665,12,17,0,q_r13_r6 | q_r6_r18,0.5830,147000,147000,0,0.00
666,12,17,1,q_r13_r12 | q_r12_r15 | q_r15_r22 | q_r22_r18,0.0897,22500,16500,6000,26.67
667,12,17,2,q_r13_r6 | q_r6_r7 | q_r7_r22 | q_r22_r18,0.0146,4500,4500,0,0.00
668,12,17,3,q_r13_r5 | q_r5_r19 | q_r19_r22 | q_r22_r18,0.6602,166500,165000,1500,0.90
669,12,18,0,q_r13_r5 | q_r5_r19,38.0848,9522000,9520500,1500,0.02
670,12,18,2,q_r13_r5 | q_r5_r7 | q_r7_r22 | q_r22_r19,1.2258,307500,306000,1500,0.49
671,12,18,3,q_r13_r12 | q_r12_r15 | q_r15_r5 | q_r5_r19,0.0565,15000,1500,13500,90.00
672,12,19,0,q_r13_r5 | q_r5_r1 | q_r1_r20,2.4617,616500,615000,1500,0.24
673,12,19,1,q_r13_r3 | q_r3_r1 | q_r1_r20,12.8955,3225000,3225000,0,0.00
674,12,19,3,q_r13_r5 | q_r5_r1 | q_r1_r10 | q_r10_r9 | q_r9_r20,2.4056,601500,600000,1500,0.25
675,12,20,0,q_r13_r5 | q_r5_r4 | q_r4_r21,0.6143,154500,153000,1500,0.97
676,12,20,1,q_r13_r8 | q_r8_r5 | q_r5_r4 | q_r4_r21,0.0542,15000,15000,0,0.00
677,12,20,2,q_r13_r5 | q_r5_r1 | q_r1_r10 | q_r10_r21,0.0688,18000,16500,1500,8.33
678,12,21,0,q_r13_r12 | q_r12_r15 | q_r15_r22,1.7983,450000,60000,390000,86.67
679,12,21,1,q_r13_r6 | q_r6_r18 | q_r18_r22,5.1442,1287000,1287000,0,0.00
680,12,21,2,q_r13_r5 | q_r5_r19 | q_r19_r22,11.2007,2800500,2799000,1500,0.05
681,12,21,3,q_r13_r6 | q_r6_r7 | q_r7_r22,0.0124,4500,4500,0,0.00
682,13,0,1,q_r14_r7 | q_r7_r5 | q_r5_r1,0.4348,109500,109500,0,0.00
683,13,2,0,q_r14_r7 | q_r7_r3,0.7589,190500,190500,0,0.00
684,13,2,1,q_r14_r2 | q_r2_r7 | q_r7_r3,0.5349,135000,135000,0,0.00
685,13,2,2,q_r14_r7 | q_r7_r6 | q_r6_r13 | q_r13_r3,0.3665,93000,93000,0,0.00
686,13,2,3,q_r14_r7 | q_r7_r5 | q_r5_r13 | q_r13_r3,0.0320,9000,9000,0,0.00
687,13,4,0,q_r14_r7 | q_r7_r5,38.0574,9514500,9514500,0,0.00
688,13,4,1,q_r14_r2 | q_r2_r15 | q_r15_r5,13.9074,3477000,3477000,0,0.00
689,13,4,2,q_r14_r2 | q_r2_r7 | q_r7_r5,24.2494,6063000,6063000,0,0.00
690,13,4,3,q_r14_r7 | q_r7_r22 | q_r22_r19 | q_r19_r5,0.0946,24000,24000,0,0.00
691,13,5,0,q_r14_r7 | q_r7_r6,0.2762,70500,70500,0,0.00
692,13,5,1,q_r14_r2 | q_r2_r7 | q_r7_r6,0.2144,54000,54000,0,0.00
693,13,5,3,q_r14_r7 | q_r7_r3 | q_r3_r13 | q_r13_r6,0.0420,12000,10500,1500,12.50
694,13,6,0,q_r14_r7,0.1197,30000,30000,0,0.00
695,13,6,1,q_r14_r2 | q_r2_r7,0.0419,10500,10500,0,0.00
696,13,6,2,q_r14_r2 | q_r2_r15 | q_r15_r5 | q_r5_r7,0.0640,16500,16500,0,0.00
697,13,9,1,q_r14_r7 | q_r7_r5 | q_r5_r1 | q_r1_r10,0.3011,76500,76500,0,0.00
698,13,14,0,q_r14_r2 | q_r2_r15,0.2165,55500,55500,0,0.00
699,13,14,1,q_r14_r7 | q_r7_r22 | q_r22_r15,0.0170,4500,4500,0,0.00
700,13,14,2,q_r14_r7 | q_r7_r5 | q_r5_r15,0.1393,36000,36000,0,0.00
701,13,15,0,q_r14_r7 | q_r7_r22 | q_r22_r16,0.0789,21000,19500,1500,7.14
702,13,15,1,q_r14_r2 | q_r2_r15 | q_r15_r22 | q_r22_r16,0.0785,21000,21000,0,0.00
703,13,15,3,q_r14_r2 | q_r2_r7 | q_r7_r22 | q_r22_r16,0.0793,21000,21000,0,0.00
704,13,16,0,q_r14_r7 | q_r7_r22 | q_r22_r19 | q_r19_r17,0.0138,4500,4500,0,0.00
705,13,16,3,q_r14_r2 | q_r2_r15 | q_r15_r5 | q_r5_r19 | q_r19_r17,0.0101,3000,3000,0,0.00
706,13,18,0,q_r14_r7 | q_r7_r22 | q_r22_r19,0.3503,88500,88500,0,0.00
707,13,18,1,q_r14_r7 | q_r7_r5 | q_r5_r19,0.0748,19500,19500,0,0.00
708,13,18,2,q_r14_r2 | q_r2_r15 | q_r15_r5 | q_r5_r19,0.1678,42000,42000,0,0.00
709,13,18,3,q_r14_r2 | q_r2_r7 | q_r7_r22 | q_r22_r19,0.4328,109500,109500,0,0.00
710,13,19,0,q_r14_r7 | q_r7_r3 | q_r3_r1 | q_r1_r20,0.0500,13500,12000,1500,11.11
711,13,19,1,q_r14_r7 | q_r7_r5 | q_r5_r1 | q_r1_r20,0.5030,126000,124500,1500,1.19
712,13,19,2,q_r14_r2 | q_r2_r15 | q_r15_r5 | q_r5_r1 | q_r1_r20,0.2357,60000,60000,0,0.00
713,13,21,0,q_r14_r7 | q_r7_r22,1.4574,364500,363000,1500,0.41
714,13,21,1,q_r14_r2 | q_r2_r15 | q_r15_r22,1.0362,259500,259500,0,0.00
715,13,21,2,q_r14_r2 | q_r2_r7 | q_r7_r22,1.6053,402000,402000,0,0.00
716,13,21,3,q_r14_r7 | q_r7_r6 | q_r6_r18 | q_r18_r22,0.1289,33000,31500,1500,4.55
717,14,0,0,q_r15_r5 | q_r5_r1,3.7382,936000,936000,0,0.00
718,14,1,0,q_r15_r2,35.0024,8751000,8751000,0,0.00
719,14,1,1,q_r15_r5 | q_r5_r7 | q_r7_r2,0.1887,48000,48000,0,0.00
720,14,1,2,q_r15_r22 | q_r22_r7 | q_r7_r2,0.0479,12000,12000,0,0.00
721,14,2,0,q_r15_r5 | q_r5_r13 | q_r13_r3,1.6720,418500,418500,0,0.00
722,14,2,1,q_r15_r22 | q_r22_r7 | q_r7_r3,0.4987,126000,126000,0,0.00
723,14,2,2,q_r15_r5 | q_r5_r7 | q_r7_r3,6.3610,1591500,1591500,0,0.00
724,14,3,0,q_r15_r5 | q_r5_r4,3.1789,795000,795000,0,0.00
725,14,4,0,q_r15_r5,147.2134,36804000,36804000,0,0.00
726,14,5,0,q_r15_r5 | q_r5_r13 | q_r13_r6,0.0714,18000,18000,0,0.00
727,14,5,1,q_r15_r22 | q_r22_r7 | q_r7_r6,2.3958,600000,600000,0,0.00
728,14,5,3,q_r15_r22 | q_r22_r18 | q_r18_r6,0.6482,163500,163500,0,0.00
729,14,6,0,q_r15_r5 | q_r5_r7,0.0145,4500,4500,0,0.00
730,14,6,1,q_r15_r22 | q_r22_r7,0.5919,148500,148500,0,0.00
731,14,6,2,q_r15_r2 | q_r2_r7,1.4783,370500,370500,0,0.00
732,14,7,0,q_r15_r5 | q_r5_r8,1.6719,418500,418500,0,0.00
733,14,7,2,q_r15_r5 | q_r5_r13 | q_r13_r8,1.6417,411000,411000,0,0.00
734,14,8,0,q_r15_r5 | q_r5_r1 | q_r1_r20 | q_r20_r9,0.7180,180000,180000,0,0.00
735,14,8,1,q_r15_r5 | q_r5_r1 | q_r1_r10 | q_r10_r9,0.2355,60000,60000,0,0.00
736,14,8,3,q_r15_r22 | q_r22_r16 | q_r16_r1 | q_r1_r20 | q_r20_r9,0.4335,109500,108000,1500,1.37
737,14,9,0,q_r15_r5 | q_r5_r1 | q_r1_r10,3.9650,991500,991500,0,0.00
738,14,9,2,q_r15_r5 | q_r5_r4 | q_r4_r21 | q_r21_r10,6.2417,1561500,1561500,0,0.00
739,14,10,0,q_r15_r5 | q_r5_r11,0.0715,18000,18000,0,0.00
740,14,10,1,q_r15_r22 | q_r22_r11,0.1243,31500,31500,0,0.00
741,14,10,2,q_r15_r5 | q_r5_r19 | q_r19_r22 | q_r22_r11,0.0105,3000,1500,1500,50.00
742,14,11,0,q_r15_r12,0.2299,58500,19500,39000,66.67
743,14,11,1,q_r15_r5 | q_r5_r13 | q_r13_r12,0.1898,48000,6000,42000,87.50
744,14,12,0,q_r15_r5 | q_r5_r13,1.0957,274500,273000,1500,0.55
745,14,13,0,q_r15_r2 | q_r2_r14,2.7663,693000,693000,0,0.00
746,14,13,1,q_r15_r5 | q_r5_r7 | q_r7_r14,3.0267,757500,756000,1500,0.20
747,14,13,2,q_r15_r2 | q_r2_r7 | q_r7_r14,0.2073,52500,52500,0,0.00
748,14,13,3,q_r15_r22 | q_r22_r7 | q_r7_r14,0.0973,25500,25500,0,0.00
749,14,16,0,q_r15_r5 | q_r5_r19 | q_r19_r17,1.1347,285000,283500,1500,0.53
750,14,16,1,q_r15_r22 | q_r22_r19 | q_r19_r17,14.7790,3696000,3696000,0,0.00
751,14,16,2,q_r15_r5 | q_r5_r4 | q_r4_r17,0.0520,13500,12000,1500,11.11
752,14,17,0,q_r15_r22 | q_r22_r18,0.0580,15000,15000,0,0.00
753,14,17,2,q_r15_r22 | q_r22_r7 | q_r7_r6 | q_r6_r18,0.0120,3000,3000,0,0.00
754,14,17,3,q_r15_r12 | q_r12_r13 | q_r13_r6 | q_r6_r18,0.0390,10500,4500,6000,57.14
755,14,18,0,q_r15_r5 | q_r5_r19,0.1692,43500,42000,1500,3.45
756,14,18,1,q_r15_r22 | q_r22_r19,62.5783,15645000,15645000,0,0.00
757,14,18,2,q_r15_r5 | q_r5_r7 | q_r7_r22 | q_r22_r19,0.0511,13500,12000,1500,11.11
758,14,19,0,q_r15_r5 | q_r5_r1 | q_r1_r20,0.9566,240000,238500,1500,0.62
759,14,19,2,q_r15_r5 | q_r5_r13 | q_r13_r3 | q_r3_r1 | q_r1_r20,0.0700,18000,16500,1500,8.33
760,14,19,3,q_r15_r5 | q_r5_r1 | q_r1_r10 | q_r10_r9 | q_r9_r20,1.1262,282000,280500,1500,0.53
761,14,20,0,q_r15_r5 | q_r5_r4 | q_r4_r21,3.9063,978000,976500,1500,0.15
762,14,20,1,q_r15_r5 | q_r5_r1 | q_r1_r10 | q_r10_r21,0.0646,16500,15000,1500,9.09
763,14,21,0,q_r15_r22,18.2457,4561500,4561500,0,0.00
764,15,0,0,q_r16_r1,273.0239,68256000,68256000,0,0.00
765,15,0,1,q_r16_r22 | q_r22_r19 | q_r19_r5 | q_r5_r1,6.9827,1746000,1746000,0,0.00
766,15,0,2,q_r16_r22 | q_r22_r7 | q_r7_r3 | q_r3_r1,0.3026,76500,76500,0,0.00
767,15,0,3,q_r16_r22 | q_r22_r15 | q_r15_r5 | q_r5_r1,160.9353,40234500,40233000,1500,0.00
768,15,1,0,q_r16_r22 | q_r22_r7 | q_r7_r2,16.5429,4137000,4137000,0,0.00
769,15,1,1,q_r16_r22 | q_r22_r15 | q_r15_r2,18.5156,4629000,4629000,0,0.00
770,15,1,2,q_r16_r1 | q_r1_r5 | q_r5_r7 | q_r7_r2,3.2449,811500,810000,1500,0.18
771,15,1,3,q_r16_r22 | q_r22_r7 | q_r7_r14 | q_r14_r2,0.6520,163500,163500,0,0.00
772,15,2,0,q_r16_r1 | q_r1_r3,147.9925,36999000,36997500,1500,0.00
773,15,2,1,q_r16_r22 | q_r22_r7 | q_r7_r3,131.3609,32841000,32841000,0,0.00
774,15,2,2,q_r16_r1 | q_r1_r5 | q_r5_r13 | q_r13_r3,129.7082,32428500,32427000,1500,0.00
